排名,學校代碼,學校名稱,公私立,招生區,學制分類,男女校,縣市,區,地址,官網,電話,科系與名額,,招生名額,最低錄取分數,分數年度,分數來源備註,資優班/特色班,課程方向,通勤資訊,住宿資訊,生活資料來源,
23,080410,國立水里高級商工職業學校,公立,中投區免試入學日間部,技高,不限,南投縣,水里鄉,南投縣水里鄉南湖路2號,https://www.slvs.ntct.edu.tw,049-2870666#253、254,普通科:26(不限)；資訊科:30(不限)；電機科:24(不限)；商業經營科:29(不限)；觀光事業科:28(不限)；餐飲管理科:16(不限)；應用日語科:27(不限),,180,83 (28),110,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」；一般生實際招生名額；擷取時間：2026/8/10 16:44:26,普通科、體育班與多元技職科並設；特色包含山野教育、水上運動與山水美學校本課程。,普通科與商工餐旅外語並行；校訂山水美學結合山野教育、水上運動、在地社區及國際交流。,臺鐵集集線水里站下車，步行約15至20分鐘至南湖路校區；6333、6667、6702、6718等也到水里火車站，可再步行或接送。,,https://www.slvs.ntct.edu.tw；https://www.slvs.ntct.edu.tw/ischool/publish_page/273/?cid=13338；https://funbus.welcometw.com/estimate；https://citybus-free.taichung.gov.tw/,
77,080B05,國立中興高級中學進修部,公立,中投區免試入學進修部,高中,不限,南投縣,南投市,南投縣南投市中興新村中學路2號,https://www.chsh.ntct.edu.tw,049-2332110#1702,商業經營科(夜間班):38(不限)；資料處理科(夜間班):38(不限),,76,89 (60),110,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」；一般生實際招生名額；擷取時間：2026/8/10 16:44:26,進修部依當年度核定科別開班；本次查閱官網未見另設固定資優班，實際班別以進修部公告為準。,依校方科別與課程計畫，重點包含商業管理、會計、數位應用與電商實務，並銜接升學或就業。,有學生班車與家長接送區；公共運輸可先到南投市或中興新村，再轉南投客運、總達客運至中興高中周邊站點。 進修部晚間返程可使用上述公共運輸；請依實際下課時間核對末班車，日校學生專車不一定等同夜間班車。,,https://www.chsh.ntct.edu.tw,
82,080B07,國立竹山高級中學進修部,公立,中投區免試入學進修部,高中,不限,南投縣,竹山鎮,南投縣竹山鎮枋坪巷1-3號,https://www.cshs.ntct.edu.tw,049-2643344#141,資料處理科(夜間班):14(不限),,14,,,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」；一般生實際招生名額；擷取時間：2026/8/10 16:44:26,進修部依當年度核定科別開班；本次查閱官網未見另設固定資優班，實際班別以進修部公告為準。,依校方科別與課程計畫，重點包含商業管理、會計、數位應用與電商實務，並銜接升學或就業。,可搭6188至竹山交流道後轉接送／計程車到校；水里方向可搭6718至竹山市區再轉乘。學校有宿舍，可向生輔組申請。 進修部晚間返程可使用上述公共運輸；請依實際下課時間核對末班車，日校學生專車不一定等同夜間班車。,有學生宿舍，可向生輔組申請。,https://www.cshs.ntct.edu.tw；https://www.cshs.ntct.edu.tw/ischool/publish_page/36/?cid=1079；https://www.cshs.ntct.edu.tw/ischool/widget/main_menu/show.php?id=1222&map=0,
80,080B08,國立暨南國際大學附屬高級中學進修部,公立,中投區免試入學進修部,高中,不限,南投縣,埔里鎮,南投縣埔里鎮鐵山路1-6號,https://www.pshs.ntct.edu.tw,049-2913483#711,商業經營科(夜間班):18(不限)；資料處理科(夜間班):18(不限),,36,83 (28),110,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」；一般生實際招生名額；擷取時間：2026/8/10 16:44:26,進修部依當年度核定科別開班；本次查閱官網未見另設固定資優班，實際班別以進修部公告為準。,依校方科別與課程計畫，重點包含商業管理、會計、數位應用與電商實務，並銜接升學或就業。,由臺中搭全航、國光或南投客運往埔里，在崎下站下車後步行到校；亦可由埔里轉搭台14線公車。 進修部晚間返程可使用上述公共運輸；請依實際下課時間核對末班車，日校學生專車不一定等同夜間班車。,,https://www.pshs.ntct.edu.tw,
79,080C04,國立南投高級商業職業學校進修部,公立,中投區免試入學進修部,技高,不限,南投縣,南投市,南投縣南投市彰南路一段993號,https://www.pntcv.ntct.edu.tw,049-2222269#2312~2316,商業經營科(夜間班):28(不限)；資料處理科(夜間班):28(不限),,56,,,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」；一般生實際招生名額；擷取時間：2026/8/10 16:44:26,進修部依當年度核定科別開班；本次查閱官網未見另設固定資優班，實際班別以進修部公告為準。,依校方科別與課程計畫，重點包含商業管理、會計、數位應用與電商實務，並銜接升學或就業。,有學生專車；公共運輸可先到南投轉運站，再搭彰化客運、總達客運至南投市區，轉乘市區公車或步行到彰南路校區。 進修部晚間返程可使用上述公共運輸；請依實際下課時間核對末班車，日校學生專車不一定等同夜間班車。,,https://www.pntcv.ntct.edu.tw,
83,080C06,國立草屯高級商工職業學校進修部,公立,中投區免試入學進修部,技高,不限,南投縣,草屯鎮,南投縣草屯鎮芬草路二段736號,https://www.ttvs.ntct.edu.tw,049-2362082#3138、3140,機械科(夜間班):17(不限)；商業經營科(夜間班):17(不限)；資料處理科(夜間班):17(不限),,51,,,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」；一般生實際招生名額；擷取時間：2026/8/10 16:44:26,進修部依當年度核定科別開班；本次查閱官網未見另設固定資優班，實際班別以進修部公告為準。,依校方科別與課程計畫，重點包含工業與資電的專業實習、專題及技術士證照；商業管理、會計、數位應用與電商實務，並銜接升學或就業。,有學生專車；由臺中可搭108至草屯方向，或搭往埔里的全航／南投客運在草屯市區下車，再轉接送至芬草路校區。 進修部晚間返程可使用上述公共運輸；請依實際下課時間核對末班車，日校學生專車不一定等同夜間班車。,,https://www.ttvs.ntct.edu.tw；https://citybus-free.taichung.gov.tw/,
81,080C10,國立水里高級商工職業學校進修部,公立,中投區免試入學進修部,技高,不限,南投縣,水里鄉,南投縣水里鄉南湖路2號,https://www.slvs.ntct.edu.tw,049-2870666#350,餐飲管理科(夜間班):20(不限),,20,83 (28),110,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」；一般生實際招生名額；擷取時間：2026/8/10 16:44:26,普通科、體育班與多元技職科並設；特色包含山野教育、水上運動與山水美學校本課程。,普通科與商工餐旅外語並行；校訂山水美學結合山野教育、水上運動、在地社區及國際交流。,臺鐵集集線水里站下車，步行約15至20分鐘至南湖路校區；6333、6667、6702、6718等也到水里火車站，可再步行或接送。 進修部晚間返程可使用上述公共運輸；請依實際下課時間核對末班車，日校學生專車不一定等同夜間班車。,,https://www.slvs.ntct.edu.tw；https://www.slvs.ntct.edu.tw/ischool/publish_page/273/?cid=13338；https://funbus.welcometw.com/estimate；https://citybus-free.taichung.gov.tw/,
66,081311,南投縣私立五育高級中學,私立,中投區免試入學日間部,高中,不限,南投縣,南投市,南投縣南投市嘉和里樂利路200號,https://www.wu-yu.ntct.edu.tw,049-2246346#204,美容科:34(不限)；照顧服務科(產特):31(不限)；多媒體動畫科:34(不限),,99,,,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」；一般生實際招生名額；擷取時間：2026/8/10 16:44:26,照顧服務科為產特，另有就業導向／建教合作及醫護人才培育等課程方案。,照服課程結合照顧技巧、健康促進、銀髮膳食、多媒體與VR輔助活動；美容、多媒體動畫另重專業實作與證照。,校方公布校車路線表；停靠站、時間及收費依各學年度公告。,,https://www.wu-yu.ntct.edu.tw；https://www.wu-yu.ntct.edu.tw/zh-hant/freshman/schoolbus；https://www.wu-yu.ntct.edu.tw/index.php/zh-hant/spotlight/1326,
46,081312,南投縣私立三育高級中學,私立,中投區免試入學日間部,高中,不限,南投縣,魚池鄉,南投縣魚池鄉魚池村瓊文巷39號,https://www.taa.ntct.edu.tw,049-2897212#112、114,普通科:35(不限)；照顧服務科(產特):41(不限),,76,,,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」；一般生實際招生名額；擷取時間：2026/8/10 16:44:26,美語學程、音樂學程；照顧服務科為產業特殊需求類科。,普通科加強ESL聽說讀寫、分組小班與國際交流；音樂學程含樂器個別課、合奏、樂理，照服科銜接證照與升學。,可搭南投客運6670於三育神學院站下車，再步行約15分鐘；自行開車可由國6愛蘭交流道轉台21線。,有學生宿舍，可向學務處查詢住宿申請。,https://www.taa.ntct.edu.tw；https://www.taa.ntct.edu.tw/ischool/publish_page/159/?cid=4908；https://www.taa.ntct.edu.tw/ischool/publish_page/159/?cid=4913；https://www.taa.ntct.edu.tw/ischool/publish_page/21,
47,081313,南投縣私立弘明實驗高級中等學校,私立,中投區免試入學日間部,高中,不限,南投縣,名間鄉,南投縣名間鄉東湖村大老巷102號,http://www.holdmean.org.tw,049-2731799#714,普通科:33(不限),,33,,,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」；一般生實際招生名額；擷取時間：2026/8/10 16:44:26,實驗教育普通科；校方官網本次無法穩定讀取，未將未核實班名寫入，實際實驗課程依校方最新公告。,依校方科別與課程計畫，重點包含普通／綜高的學科加深加廣、多元選修與生涯探索，並銜接升學或就業。,最近的鐵路據點為臺鐵濁水站；校址在名間鄉大老巷，從車站到校最後一段需由家長接送或計程車，約10至15分鐘車程。,,http://www.holdmean.org.tw,
48,081314,南投縣私立普台高級中學,私立,中投區免試入學日間部,高中,不限,南投縣,埔里鎮,南投縣埔里鎮中台路5號,https://www.ptsh.ntct.edu.tw,049-2932899#11222 11224,普通科:181(不限),,181,,,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」；一般生實際招生名額；擷取時間：2026/8/10 16:44:26,住宿型學校；以國學、書法、靜心、四語教學、音樂與通識活動為特色。,普通高中學科外，融入國學、書法、靜心、四語教學、音樂、通識講座與藝文活動，採住宿型整體學習。,全體住宿，淨空返家與收假日提供交通車，依各縣市中台精舍設站；各次路線與時間依返家信函。,全體學生住宿，返家與收假日另有交通車。,https://www.ptsh.ntct.edu.tw；https://www.ptsh.ntct.edu.tw/ptsh/administrative13-2.php；https://www.ptsh.ntct.edu.tw/ptsh/administrative5-2.php,
49,081409,同德學校財團法人南投縣同德高級中等學校,私立,中投區免試入學日間部,技高,不限,南投縣,草屯鎮,南投縣草屯鎮中正路培英巷8號,https://www.tdhs.ntct.edu.tw,049-2553109#1241,普通科:117(不限)；餐飲管理科:82(不限)；烘焙科:41(不限),,240,,,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」；一般生實際招生名額；擷取時間：2026/8/10 16:44:26,國際文憑課程實驗班（IBDP候選學校資訊以官網最新狀態為準）；另有普通科、餐飲與烘焙專業。,普通科與IB國際課程方向並行；餐飲、烘焙著重實作、證照、專題與產業連結。,有學生校車，校方依各地搭乘需求排路線；若校車站點不合適，學校另有宿舍可申請。公共運輸可先到草屯，再轉接送至中正路校區。,有學生宿舍；校車站點不合適者可向學務處申請。,https://www.tdhs.ntct.edu.tw；https://www.tdhs.ntct.edu.tw/；https://www.tdvs.ntct.edu.tw/list/30/4915,
20,084309,南投縣立旭光高級中學,公立,中投區免試入學日間部,高中,不限,南投縣,草屯鎮,南投縣草屯鎮富寮里中正路568-23號,https://skjhs.ntct.edu.tw,049-2563472#211,普通科:152(不限),,152,85 (37),110,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」；一般生實際招生名額；擷取時間：2026/8/10 16:44:26,設數理語文班與體育班；班別招生依年度簡章。,依校方科別與課程計畫，重點包含普通／綜高的學科加深加廣、多元選修與生涯探索，並銜接升學或就業。,可由臺中搭往埔里的全航／南投客運，在旭光高中站下車；校址位於台14線中潭公路旁。,,https://skjhs.ntct.edu.tw；https://ischool.skjhs.ntct.edu.tw/home?cid=1181；https://ischool.skjhs.ntct.edu.tw/home?cid=918,
73,091318,義峰學校財團法人雲林縣義峰高級中學,私立,中投區免試入學日間部,高中,不限,雲林縣,林內鄉,雲林縣林內鄉烏麻村長源201號,http://www.yfsh.ylc.edu.tw,05-5800099#521、523,餐飲管理科:3(不限)；照顧服務科(產特):3(不限)；多媒體動畫科:3(不限),,9,,,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」；一般生實際招生名額；擷取時間：2026/8/10 16:44:26,照顧服務科為產特；另以餐飲、多媒體動畫等專業實作為特色。,依校方科別與課程計畫，重點包含餐旅、家政與照顧服務的情境實作及證照；視覺／空間／多媒體／表演創作與作品集、展演，並銜接升學或就業。,可搭臺西客運7128（斗六火車站－林內）於義峰高中站下車；也可搭臺鐵至林內站，再轉7128或接送。,,http://www.yfsh.ylc.edu.tw,
26,190406,國立中興大學附屬臺中高級農業職業學校,公立,中投區免試入學日間部,技高,不限,臺中市,東區,臺中市東區台中路283號,https://www.tcavs.tc.edu.tw,04-22810010#202、208、209,農場經營科(產特):63(不限)；園藝科(產特):63(不限)；森林科(產特):31(不限)；食品加工科:62(不限)；畜產保健科(產特):31(不限)；土木科(產特):31(不限)；生物產業機電科:32(不限)；觀光事業科:32(不限)；餐飲管理科:64(不限)；幼兒保育科:32(不限),,441,,,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」；一般生實際招生名額；擷取時間：2026/8/10 16:44:26,農場經營、園藝、森林、畜產保健、土木等為產業特殊需求類科；另設實用技能與體育班。,以農業、食品、畜產、土木、生物產業機電、餐旅與幼保專業實習為主，強調技能檢定、建教合作與務實致用。,臺中車站步行約20分鐘；多線公車停靠興大附農（臺中路）或建成路周邊站。,,https://www.tcavs.tc.edu.tw；https://www.tcavs.tc.edu.tw/1-1.asp?proid=20140403112340&prokid=20140124171855；https://www.tcavs.tc.edu.tw/1-1.asp?proid=20140124173054&prokid=20140124171855,
76,190C06,國立中興大學附屬臺中高級農業職業學校進修部,公立,中投區免試入學進修部,技高,不限,臺中市,東區,臺中市東區台中路283號,https://www.tcavs.tc.edu.tw/night/,04-22810010#702,農場經營科(產特)(夜間班):28(不限)；園藝科(產特)(夜間班):28(不限)；觀光事業科(夜間班):28(不限)；餐飲管理科(夜間班):28(不限),,112,,,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」；一般生實際招生名額；擷取時間：2026/8/10 16:44:26,農場經營、園藝、森林、畜產保健、土木等為產業特殊需求類科；另設實用技能與體育班。,以農業、食品、畜產、土木、生物產業機電、餐旅與幼保專業實習為主，強調技能檢定、建教合作與務實致用。,臺中車站步行約20分鐘；多線公車停靠興大附農（臺中路）或建成路周邊站。,,https://www.tcavs.tc.edu.tw/night/；https://www.tcavs.tc.edu.tw/1-1.asp?proid=20140403112340&prokid=20140124171855；https://www.tcavs.tc.edu.tw/1-1.asp?proid=20140124173054&prokid=20140124171855,
64,191301,財團法人東海大學附屬高級中等學校,私立,中投區免試入學日間部,高中,不限,臺中市,西屯區,臺中市西屯區臺灣大道四段1727號,https://www.hn.thu.edu.tw/index.php,04-23590269#1220,普通科:207(不限),,207,,,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」；一般生實際招生名額；擷取時間：2026/8/10 16:44:26,普通科結合東海大學資源、多元選修與自主學習；官網另設國際教育與AP／SAT、IB測驗資源。,依校方科別與課程計畫，重點包含普通／綜高的學科加深加廣、多元選修與生涯探索，並銜接升學或就業。,位於東海大學校園臺灣大道旁；校方有學生專車，亦可利用臺灣大道公車，路線依當期公告。,,https://www.hn.thu.edu.tw/index.php,
63,191302,葳格學校財團法人臺中市葳格高級中學,私立,中投區免試入學日間部,高中,不限,臺中市,北屯區,臺中市北屯區軍福十八路328號,https://senior.wagor.tc.edu.tw,04-24371728#712,普通科:45(不限)；餐飲管理科:44(不限),,89,87 (49),110,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」；一般生實際招生名額；擷取時間：2026/8/10 16:44:26,國際教育與雙語學習為校本特色；另設餐飲管理科，班別依年度招生公告。,依校方科別與課程計畫，重點包含普通／綜高的學科加深加廣、多元選修與生涯探索；餐旅、家政與照顧服務的情境實作及證照，並銜接升學或就業。,校方公布A／B／C班車、暑輔及週六社團定點專車；路線與時間依學期公告。,,https://senior.wagor.tc.edu.tw；https://senior.wagor.tc.edu.tw/ga/%E6%A0%A1%E8%BB%8A%E6%9C%8D%E5%8B%99,
57,191305,臺中市私立新民高級中學,私立,中投區免試入學日間部,高中,不限,臺中市,北區,臺中市北區健行路111號,https://www.shinmin.tc.edu.tw,04-22334105#6171~6179,普通科:363(不限)；機械科:45(不限)；資訊科:94(不限)；電子科:45(不限)；電機科:90(不限)；機電科:45(不限)；商業經營科:121(不限)；資料處理科:37(不限)；廣告設計科:45(不限)；觀光事業科:79(不限)；多媒體設計科:93(不限)；應用英語科:81(不限)；應用日語科:74(不限)；室內設計科:45(不限)；表演藝術科:27(不限),,1284,87 (44),110,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」；一般生實際招生名額；擷取時間：2026/8/10 16:44:26,普通科與工業、商管、外語、設計、表演藝術等多科並設；另有音樂、雙語等特色課程資源。,依校方科別與課程計畫，重點包含普通／綜高的學科加深加廣、多元選修與生涯探索；工業與資電的專業實習、專題及技術士證照；商業管理、會計、數位應用與電商實務；餐旅、家政與照顧服務的情境實作及證照；視覺／空間／多媒體／表演創作與作品集、展演；應用外語溝通、檢定與職場語言，並銜接升學或就業。,可搭12、12延、700跳蛙至新民高中(崇德路)，或901、901副2至新民高中(三民路)；校方另有學生專車。,,https://www.shinmin.tc.edu.tw；https://www.shinmin.tc.edu.tw/p/404-1000-1307.php；https://citybus-free.taichung.gov.tw/driving-map?route=12；https://citybus-free.taichung.gov.tw/driving-map?route=901；https://citybus-free.taichung.gov.tw/,
50,191308,宜寧學校財團法人臺中市宜寧高級中學,私立,中投區免試入學日間部,高中,不限,臺中市,西屯區,臺中市西屯區東大路一段555號,https://www.inhs.tc.edu.tw,04- 24621800#204,普通科:180(不限)；電機科:88(不限)；資料處理科:89(不限)；觀光事業科:90(不限)；電子商務科:45(不限)；應用日語科:42(不限),,534,,,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」；一般生實際招生名額；擷取時間：2026/8/10 16:44:26,普通科、電機、資處、電商、觀光、應日等多軌；官網另列電競學程與雙語國中部。,依校方科別與課程計畫，重點包含普通／綜高的學科加深加廣、多元選修與生涯探索；工業與資電的專業實習、專題及技術士證照；商業管理、會計、數位應用與電商實務；餐旅、家政與照顧服務的情境實作及證照；應用外語溝通、檢定與職場語言，並銜接升學或就業。,可搭45、63、88、220、355、357至國安社區(宜寧中學)；63、220可由豐原方向到校，357可銜接臺中國際機場。,,https://www.inhs.tc.edu.tw；https://citybus-free.taichung.gov.tw/driving-map?route=88；https://citybus-free.taichung.gov.tw/driving-map?route=355；https://citybus-free.taichung.gov.tw/,
52,191309,明德學校財團法人臺中市明德高級中學,私立,中投區免試入學日間部,高中,不限,臺中市,南區,臺中市南區明德街84號,https://www.mdhs.tc.edu.tw,04-22877676#2,普通科:166(不限)；商業經營科:47(不限)；餐飲管理科:117(不限)；多媒體設計科:45(不限)；幼兒保育科:74(不限)；美容科:117(不限),,566,85-91 (37-71),110,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」；一般生實際招生名額；擷取時間：2026/8/10 16:44:26,普通科與商管、餐飲、多媒體、幼保、美容等職業類科並設；各科依專業實習發展特色。,依校方科別與課程計畫，重點包含普通／綜高的學科加深加廣、多元選修與生涯探索；商業管理、會計、數位應用與電商實務；餐旅、家政與照顧服務的情境實作及證照；視覺／空間／多媒體／表演創作與作品集、展演，並銜接升學或就業。,可搭12、12延、700跳蛙、901、901副2至明德高中(明德街)；12與901可銜接臺中車站。,,https://www.mdhs.tc.edu.tw；https://www.mdhs.tc.edu.tw/d1_1.htm；https://citybus-free.taichung.gov.tw/driving-map?route=12；https://citybus-free.taichung.gov.tw/driving-map?route=901；https://citybus-free.taichung.gov.tw/,
62,191311,臺中市私立衛道高級中學,私立,中投區免試入學日間部,高中,不限,臺中市,北屯區,臺中市北屯區四平路161號,https://www.vtsh.tc.edu.tw,04-22911187# 230,普通科:180(不限),,180,3A2B5+作文4,113,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」；一般生實際招生名額；擷取時間：2026/8/10 16:44:26,普通科以課程計畫、多元選修與校本活動為主；本次查閱官網未見固定資優班招生公告。,依校方科別與課程計畫，重點包含普通／綜高的學科加深加廣、多元選修與生涯探索，並銜接升學或就業。,校方設校專車專區，需先登記再繳費；各線停靠站、座位與費用依學期公告。,,https://www.vtsh.tc.edu.tw；https://www.vtsh.tc.edu.tw/news/%E3%80%90%E6%A0%A1%E5%B0%88%E8%BB%8A%E3%80%91114-1-%E6%A0%A1%E5%B0%88%E8%BB%8A%E8%B2%BB%E7%94%A8%E8%A1%A8/,
59,191313,臺中市私立曉明女子高級中學,私立,中投區免試入學日間部,高中,女生,臺中市,北區,臺中市北區中清路一段606號,https://www.smgsh.tc.edu.tw,04-22921175#131,普通科:137(女生),,137,3A2B5+作文5,113,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」；一般生實際招生名額；擷取時間：2026/8/10 16:44:26,普通科女校；官網未見固定資優班招生資訊，實際特色課程與分組依當年度課程計畫。,依校方科別與課程計畫，重點包含普通／綜高的學科加深加廣、多元選修與生涯探索，並銜接升學或就業。,可搭101、108、154、154延、500等至曉明女中(中清路)；也可搭捷運綠線至文心中清站後轉公車或步行。,,https://www.smgsh.tc.edu.tw；https://citybus-free.taichung.gov.tw/driving-map?route=101；https://citybus-free.taichung.gov.tw/driving-map?route=154；https://citybus-free.taichung.gov.tw/,
55,191314,臺中市私立嶺東高級中學,私立,中投區免試入學日間部,高中,不限,臺中市,南屯區,臺中市南屯區嶺東路2號,https://www.lths.tc.edu.tw,04-23898940#22,普通科:248(不限)；汽車科:77(不限)；資訊科:35(不限)；電子科:32(不限)；建築科:35(不限)；商業經營科:35(不限)；廣告設計科:34(不限)；觀光事業科:78(不限)；餐飲管理科:34(不限)；多媒體設計科:77(不限)；應用英語科:35(不限),,720,85 (33),110,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」；一般生實際招生名額；擷取時間：2026/8/10 16:44:26,普通科與汽車、資電、建築、商管、餐旅、設計及應英等多科；另有實用技能與建教合作課程。,依校方科別與課程計畫，重點包含普通／綜高的學科加深加廣、多元選修與生涯探索；工業與資電的專業實習、專題及技術士證照；商業管理、會計、數位應用與電商實務；餐旅、家政與照顧服務的情境實作及證照；視覺／空間／多媒體／表演創作與作品集、展演；應用外語溝通、檢定與職場語言，並銜接升學或就業。,可搭70、70B、89、357至嶺東高中站；70可銜接高鐵臺中站與市區，357可銜接臺中國際機場。,,https://www.lths.tc.edu.tw；https://citybus-free.taichung.gov.tw/driving-map?route=70；https://citybus-free.taichung.gov.tw/driving-map?route=89；https://citybus-free.taichung.gov.tw/,
65,191412,光華學校財團法人臺中市光華高級工業職業學校,私立,中投區免試入學日間部,技高,不限,臺中市,太平區,臺中市太平區東平路18號,https://www.khvs.tc.edu.tw,04-23949009#1120,機械科:23(不限)；電機科:23(不限)；消防工程科:23(不限),,69,,,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」；一般生實際招生名額；擷取時間：2026/8/10 16:44:26,工業技職特色校，發展電機、機械、消防工程及AIoT跨域實作；本次招生資料未列固定資優班。,依校方科別與課程計畫，重點包含工業與資電的專業實習、專題及技術士證照，並銜接升學或就業。,可搭956直達光華高工(校內)或光華高工站；956可銜接豐原轉運中心、栗林／頭家厝車站與捷運松竹站。,,https://www.khvs.tc.edu.tw；https://www.khvs.tc.edu.tw/faq/；https://citybus-free.taichung.gov.tw/driving-map?route=999；https://citybus-free.taichung.gov.tw/,
91,191B05,臺中市私立新民高級中學進修部,私立,中投區免試入學進修部,高中,不限,臺中市,北區,臺中市北區健行路111號,https://www.shinmin.tc.edu.tw,04-22334105#6167,普通科(日間班):40(不限)；機械科(夜間班):40(不限)；電機科(夜間班):40(不限)；商業經營科(夜間班):40(不限)；觀光事業科(夜間班):40(不限)；多媒體設計科(夜間班):40(不限)；應用英語科(夜間班):40(不限)；應用日語科(夜間班):40(不限),,320,87 (44),110,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」；一般生實際招生名額；擷取時間：2026/8/10 16:44:26,進修部依當年度核定科別開班；本次查閱官網未見另設固定資優班，實際班別以進修部公告為準。,依校方科別與課程計畫，重點包含普通／綜高的學科加深加廣、多元選修與生涯探索；工業與資電的專業實習、專題及技術士證照；商業管理、會計、數位應用與電商實務；餐旅、家政與照顧服務的情境實作及證照；視覺／空間／多媒體／表演創作與作品集、展演；應用外語溝通、檢定與職場語言，並銜接升學或就業。,可搭12、12延、700跳蛙至新民高中(崇德路)，或901、901副2至新民高中(三民路)；校方另有學生專車。 進修部晚間返程可使用上述公共運輸；請依實際下課時間核對末班車，日校學生專車不一定等同夜間班車。,,https://www.shinmin.tc.edu.tw；https://citybus-free.taichung.gov.tw/driving-map?route=12；https://citybus-free.taichung.gov.tw/driving-map?route=901；https://citybus-free.taichung.gov.tw/,
92,191B14,臺中市私立嶺東高級中學進修部,私立,中投區免試入學進修部,高中,不限,臺中市,南屯區,臺中市南屯區嶺東路2號,https://www.lths.tc.edu.tw,04-23898940#52,資訊科(夜間班):40(不限)；商業經營科(夜間班):40(不限)；資料處理科(夜間班):40(不限)；觀光事業科(夜間班):80(不限),,200,85 (33),110,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」；一般生實際招生名額；擷取時間：2026/8/10 16:44:26,普通科與汽車、資電、建築、商管、餐旅、設計及應英等多科；另有實用技能與建教合作課程。,依校方科別與課程計畫，重點包含工業與資電的專業實習、專題及技術士證照；商業管理、會計、數位應用與電商實務；餐旅、家政與照顧服務的情境實作及證照，並銜接升學或就業。,可搭70、70B、89、357至嶺東高中站；70可銜接高鐵臺中站與市區，357可銜接臺中國際機場。 進修部晚間返程可使用上述公共運輸；請依實際下課時間核對末班車，日校學生專車不一定等同夜間班車。,,https://www.lths.tc.edu.tw；https://citybus-free.taichung.gov.tw/driving-map?route=70；https://citybus-free.taichung.gov.tw/driving-map?route=89；https://citybus-free.taichung.gov.tw/,
2,193301,臺中市立臺中女子高級中等學校,公立,中投區免試入學日間部,高中,女校,臺中市,西區,臺中市西區自由路一段95號,https://www.tcgs.tc.edu.tw,04-22205108#203,普通科:613(女生),,613,5A4+作文5級分 國A數英A++,113,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」；一般生實際招生名額；擷取時間：2026/8/10 16:44:26,數理資優班、人文社會資優班、語文資優班、創意科學實驗班；各班依鑑定或校方遴選辦理。,普通型高中加深加廣、多元選修與自主學習；資優班強化數理／人社／語文研究、專題實驗、成果發表與競賽。,由臺中車站可搭154、154延、276、277等至臺中女中站，或從車站步行約15分鐘到自由路校區。,,https://www.tcgs.tc.edu.tw；https://itcgs.tcgs.tc.edu.tw/tcgs?cid=2602；https://citybus-free.taichung.gov.tw/driving-map?route=154；https://citybus-free.taichung.gov.tw/driving-map?route=277；https://citybus-free.taichung.gov.tw/,
1,193302,臺中市立臺中第一高級中等學校,公立,中投區免試入學日間部,高中,男生,臺中市,北區,臺中市北區育才街2號,https://www.tcfsh.tc.edu.tw,04-22226081#203,普通科:795(男生),,795,5A6+作文4級分 國A++,113,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」；一般生實際招生名額；擷取時間：2026/8/10 16:44:26,科學班、數理資優班、語文資優班、美術班；科學班與陽明交通大學合作，班別依各管道甄選。,普通型高中兼顧人文與基礎科學；科學班另設科學專業領域課程，與陽明交大合作授課並可赴大學修課。,可搭12、154、154延、276、277等至臺中一中站；由臺中車站搭車約10至15分鐘。,,https://www.tcfsh.tc.edu.tw；https://tcfsh.tc.edu.tw/p/412-1076-20838.php；https://tcfsh.tc.edu.tw/p/17-1076.php；https://citybus-free.taichung.gov.tw/driving-map?route=154；https://citybus-free.taichung.gov.tw/driving-map?route=277；https://citybus-free.taichung.gov.tw/,
