排名,學校代碼,學校名稱,公私立,招生區,學制分類,男女校,縣市,區,地址,官網,電話,科系與名額,簡章招生名額,招生名額,分數來源備註,資優班/特色班,排序分數,課程方向,實習／專題,交通方式,通勤資訊,住宿資訊,生活資料來源,交通資料來源,住宿資料來源,Google地圖,地址資料來源,課程資料來源,實習專題資料來源
,064308,臺中市立后綜高級中學,公立,中投區免試入學日間部,高中,不限,臺中市,后里區,421303 臺中市后里區三豐路三段968號,https://hzsh.tc.edu.tw,04-25562012#1107,普通科:264(不限),264,264,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」;一般生實際招生名額;擷取時間:2026/8/10 16:44:26,校方官網未標示固定資優班/特色班招生;實際班別與校本特色課程依當年度公告。,,"普通高中課程,以部定必修、加深加廣、多元選修、彈性學習與自主學習為主;校本特色依學校課程計畫辦理。",不設固定職業實習;探究實作、自主學習與專題成果依高中課程計畫辦理。,"官網列高中專車;大眾運輸可在「啟明學校(三豐路)」站搭92、213、155等,另列212、215、813;臺鐵使用后里站。",高中專車與公車站點依校方交通頁;臺鐵使用后里站。,學校官網未標示115學年度校內學生宿舍申請資訊。,Google Maps（校園周邊餐飲、便利商店、醫療、車站／站牌）：https://www.google.com/maps/search/?api=1&query=421303%20%E8%87%BA%E4%B8%AD%E5%B8%82%E5%90%8E%E9%87%8C%E5%8D%80%E4%B8%89%E8%B1%90%E8%B7%AF%E4%B8%89%E6%AE%B5968%E8%99%9F；學校官網：https://hzsh.tc.edu.tw,https://hzsh.tc.edu.tw/p/412-1071-4771.php,https://hzsh.tc.edu.tw,https://www.google.com/maps/search/?api=1&query=421303%20%E8%87%BA%E4%B8%AD%E5%B8%82%E5%90%8E%E9%87%8C%E5%8D%80%E4%B8%89%E8%B1%90%E8%B7%AF%E4%B8%89%E6%AE%B5968%E8%99%9F,https://hzsh.tc.edu.tw/p/412-1071-4771.php,https://hzsh.tc.edu.tw,https://hzsh.tc.edu.tw/
,064324,臺中市立大里高級中學,公立,中投區免試入學日間部,高中,不限,臺中市,大里區,臺中市大里區國中路365號,https://dlsh.tc.edu.tw,04-24067870#215,普通科:188(不限),188,188,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」;一般生實際招生名額;擷取時間:2026/8/10 16:44:26,校方官網未標示固定資優班/特色班招生;實際班別與校本特色課程依當年度公告。,,"普通高中課程,以部定必修、加深加廣、多元選修、彈性學習與自主學習為主;校本特色依學校課程計畫辦理。","不設固定職業實習;網站未標示全校統一專題內容,探究實作與自主學習依校方課程計畫辦理。",學校官網未標示具體大眾運輸到校路線或固定學生專車班次。,網站未標示固定通勤班次、站點或步行時間。,學校官網未標示115學年度校內學生宿舍申請資訊。,Google Maps（校園周邊餐飲、便利商店、醫療、車站／站牌）：https://www.google.com/maps/search/?api=1&query=%E8%87%BA%E4%B8%AD%E5%B8%82%E5%A4%A7%E9%87%8C%E5%8D%80%E5%9C%8B%E4%B8%AD%E8%B7%AF365%E8%99%9F；學校官網：https://dlsh.tc.edu.tw,https://dlsh.tc.edu.tw,https://dlsh.tc.edu.tw,https://www.google.com/maps/search/?api=1&query=%E8%87%BA%E4%B8%AD%E5%B8%82%E5%A4%A7%E9%87%8C%E5%8D%80%E5%9C%8B%E4%B8%AD%E8%B7%AF365%E8%99%9F,https://dlsh.tc.edu.tw,https://dlsh.tc.edu.tw,https://dlsh.tc.edu.tw
,064328,臺中市立新社高級中學,公立,中投區免試入學日間部,綜高,不限,臺中市,新社區,臺中市新社區中和街三段國中巷10號,https://sshs.tc.edu.tw,04-25812116#213,普通科:130(不限);農場經營科(產特):30(不限);園藝科(產特):29(不限);商業經營科:33(不限);資料處理科:30(不限),252,252,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」;一般生實際招生名額;擷取時間:2026/8/10 16:44:26,"體育班(自行車、射擊等專長);農場經營、園藝為產業特殊需求類科,並發展在地農業特色。",,"普通科學術探索,農業類科結合園藝、農場實作;校本課程連結新社花海、農業休憩觀光與永續議題。","不設固定職業實習;網站未標示全校統一專題內容,探究實作與自主學習依校方課程計畫辦理。",官網提供交通與學生專車資訊;學生專車路線依校方公告。,學生專車與到校交通依校方交通頁;網站未標示全校統一固定步行時間。,學校官網未標示115學年度校內學生宿舍申請資訊。,Google Maps（校園周邊餐飲、便利商店、醫療、車站／站牌）：https://www.google.com/maps/search/?api=1&query=%E8%87%BA%E4%B8%AD%E5%B8%82%E6%96%B0%E7%A4%BE%E5%8D%80%E4%B8%AD%E5%92%8C%E8%A1%97%E4%B8%89%E6%AE%B5%E5%9C%8B%E4%B8%AD%E5%B7%B710%E8%99%9F；學校官網：https://sshs.tc.edu.tw,https://sshs.tc.edu.tw/p/426-1069-4.php,https://sshs.tc.edu.tw,https://www.google.com/maps/search/?api=1&query=%E8%87%BA%E4%B8%AD%E5%B8%82%E6%96%B0%E7%A4%BE%E5%8D%80%E4%B8%AD%E5%92%8C%E8%A1%97%E4%B8%89%E6%AE%B5%E5%9C%8B%E4%B8%AD%E5%B7%B710%E8%99%9F,https://sshs.tc.edu.tw,https://sshs.tc.edu.tw,https://sshs.tc.edu.tw
,064336,臺中市立長億高級中學,公立,中投區免試入學日間部,高中,不限,臺中市,太平區,臺中市太平區長億里長億六街1號,https://cyhs.tc.edu.tw,04-22704022#112,普通科:195(不限),195,195,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」;一般生實際招生名額;擷取時間:2026/8/10 16:44:26,"發展國際雙語教育、雙語實驗課程、美術班與體育班,實際招生與編班依年度公告。",,"普通高中課程,以部定必修、加深加廣、多元選修、彈性學習與自主學習為主;校本特色依學校課程計畫辦理。","不設固定職業實習;網站未標示全校統一專題內容,探究實作與自主學習依校方課程計畫辦理。",官網提供學校交通/位置資訊;網站未標示固定學生專車班次。,網站未標示固定學生專車或全校統一通勤時間。,學校官網未標示115學年度校內學生宿舍申請資訊。,Google Maps（校園周邊餐飲、便利商店、醫療、車站／站牌）：https://www.google.com/maps/search/?api=1&query=%E8%87%BA%E4%B8%AD%E5%B8%82%E5%A4%AA%E5%B9%B3%E5%8D%80%E9%95%B7%E5%84%84%E9%87%8C%E9%95%B7%E5%84%84%E5%85%AD%E8%A1%971%E8%99%9F；學校官網：https://cyhs.tc.edu.tw,https://cyhs.tc.edu.tw/p/412-1072-82.php,https://cyhs.tc.edu.tw,https://www.google.com/maps/search/?api=1&query=%E8%87%BA%E4%B8%AD%E5%B8%82%E5%A4%AA%E5%B9%B3%E5%8D%80%E9%95%B7%E5%84%84%E9%87%8C%E9%95%B7%E5%84%84%E5%85%AD%E8%A1%971%E8%99%9F,https://cyhs.tc.edu.tw,https://cyhs.tc.edu.tw,https://cyhs.tc.edu.tw
,064342,臺中市立中港高級中學,公立,中投區免試入學日間部,高中,不限,臺中市,梧棲區,臺中市梧棲區文昌路400號,https://cgsh.tc.edu.tw,04-26578270#9202,普通科:198(不限),198,198,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」;一般生實際招生名額;擷取時間:2026/8/10 16:44:26,校方官網未標示固定資優班/特色班招生;實際班別與校本特色課程依當年度公告。,,"普通高中課程,以部定必修、加深加廣、多元選修、彈性學習與自主學習為主;校本特色依學校課程計畫辦理。","不設固定職業實習;網站未標示全校統一專題內容,探究實作與自主學習依校方課程計畫辦理。",學校官網未標示具體大眾運輸到校路線或固定學生專車班次。,網站未標示固定通勤班次、站點或步行時間。,學校官網未標示115學年度校內學生宿舍申請資訊。,Google Maps（校園周邊餐飲、便利商店、醫療、車站／站牌）：https://www.google.com/maps/search/?api=1&query=%E8%87%BA%E4%B8%AD%E5%B8%82%E6%A2%A7%E6%A3%B2%E5%8D%80%E6%96%87%E6%98%8C%E8%B7%AF400%E8%99%9F；學校官網：https://cgsh.tc.edu.tw,https://cgsh.tc.edu.tw,https://cgsh.tc.edu.tw,https://www.google.com/maps/search/?api=1&query=%E8%87%BA%E4%B8%AD%E5%B8%82%E6%A2%A7%E6%A3%B2%E5%8D%80%E6%96%87%E6%98%8C%E8%B7%AF400%E8%99%9F,https://cgsh.tc.edu.tw,https://cgsh.tc.edu.tw,https://cgsh.tc.edu.tw
,064350,臺中市立龍津高級中等學校,公立,中投區免試入學日間部,高中,不限,臺中市,龍井區,臺中市龍井區三港路130號,https://ljjhs.tc.edu.tw,04-26304536#714、710,普通科:118(不限),118,118,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」;一般生實際招生名額;擷取時間:2026/8/10 16:44:26,高中部設美術班、體育班;普通班另發展海洋教育、跨域與國際教育課程。,,普通型課程結合多元選修、自主學習;發展海洋教育、跨域專題、在地文化與國際交流。,"不設固定職業實習;網站未標示全校統一專題內容,探究實作與自主學習依校方課程計畫辦理。",官網提供交通資訊;固定到校路線與站點依校方交通頁。,大眾運輸與到校站點依校方交通資訊頁。,學校官網未標示115學年度校內學生宿舍申請資訊。,Google Maps（校園周邊餐飲、便利商店、醫療、車站／站牌）：https://www.google.com/maps/search/?api=1&query=%E8%87%BA%E4%B8%AD%E5%B8%82%E9%BE%8D%E4%BA%95%E5%8D%80%E4%B8%89%E6%B8%AF%E8%B7%AF130%E8%99%9F；學校官網：https://ljjhs.tc.edu.tw,https://ljjhs.tc.edu.tw/p/404-1080-43208.php?Lang=zh-tw,https://ljjhs.tc.edu.tw,https://www.google.com/maps/search/?api=1&query=%E8%87%BA%E4%B8%AD%E5%B8%82%E9%BE%8D%E4%BA%95%E5%8D%80%E4%B8%89%E6%B8%AF%E8%B7%AF130%E8%99%9F,https://ljjhs.tc.edu.tw,https://ljjhs.tc.edu.tw,https://ljjhs.tc.edu.tw
,064406,臺中市立神岡工業高級中等學校,公立,中投區免試入學日間部,高職,不限,臺中市,神岡區,臺中市神岡區中山路627號,https://sgihs.tc.edu.tw,04-25623421#612,機械科:59(不限),59,59,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」;一般生實際招生名額;擷取時間:2026/8/10 16:44:26,校方官網未標示固定資優班/特色班招生;實際班別與校本特色課程依當年度公告。,,"依官網招生科別與課程計畫,課程方向包含機械科;專業科目與校訂課程依各科課程計畫辦理。",網站未標示全校統一專題題目;各專業科實習/專題以校方課程計畫與實習處公告為準。,學校官網未標示具體大眾運輸到校路線或固定學生專車班次。,網站未標示固定通勤班次、站點或步行時間。,學校官網未標示115學年度校內學生宿舍申請資訊。,Google Maps（校園周邊餐飲、便利商店、醫療、車站／站牌）：https://www.google.com/maps/search/?api=1&query=%E8%87%BA%E4%B8%AD%E5%B8%82%E7%A5%9E%E5%B2%A1%E5%8D%80%E4%B8%AD%E5%B1%B1%E8%B7%AF627%E8%99%9F；學校官網：https://sgihs.tc.edu.tw,https://sgihs.tc.edu.tw,https://sgihs.tc.edu.tw,https://www.google.com/maps/search/?api=1&query=%E8%87%BA%E4%B8%AD%E5%B8%82%E7%A5%9E%E5%B2%A1%E5%8D%80%E4%B8%AD%E5%B1%B1%E8%B7%AF627%E8%99%9F,https://sgihs.tc.edu.tw,https://sgihs.tc.edu.tw,https://sgihs.tc.edu.tw
,064B08,臺中市立后綜高級中學進修部,公立,中投區免試入學進修部,進修部,不限,臺中市,后里區,421303 臺中市后里區三豐路三段968號,https://hzsh.tc.edu.tw,04-25562012#3151、3152,普通科(夜間班):25(不限),25,25,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」;一般生實際招生名額;擷取時間:2026/8/10 16:44:26,"進修部依當年度核定科別開班;官網未標示另設固定資優班,實際班別以進修部公告為準。",,"普通高中課程,以部定必修、加深加廣、多元選修、彈性學習與自主學習為主;校本特色依學校課程計畫辦理。",網站未標示進修部全校統一專題題目;各科實習/專題以進修部課程計畫與實習處公告為準。,"校本部交通資訊:官網列高中專車;大眾運輸可在「啟明學校(三豐路)」站搭92、213、155等,另列212、215、813;臺鐵使用后里站。 進修部官網未標示夜間固定學生專車或夜間專用交通班次。",進修部官網未標示夜間固定學生專車、放學後公共運輸班次或固定通勤時間;不可將日間部學生專車視為進修部可搭乘。,進修部官網未標示進修部學生住宿申請資格。,Google Maps（校園周邊餐飲、便利商店、醫療、車站／站牌）：https://www.google.com/maps/search/?api=1&query=421303%20%E8%87%BA%E4%B8%AD%E5%B8%82%E5%90%8E%E9%87%8C%E5%8D%80%E4%B8%89%E8%B1%90%E8%B7%AF%E4%B8%89%E6%AE%B5968%E8%99%9F；學校官網：https://hzsh.tc.edu.tw,https://hzsh.tc.edu.tw/p/412-1071-4771.php,https://hzsh.tc.edu.tw,https://www.google.com/maps/search/?api=1&query=421303%20%E8%87%BA%E4%B8%AD%E5%B8%82%E5%90%8E%E9%87%8C%E5%8D%80%E4%B8%89%E8%B1%90%E8%B7%AF%E4%B8%89%E6%AE%B5968%E8%99%9F,https://hzsh.tc.edu.tw/p/412-1071-4771.php,https://hzsh.tc.edu.tw,https://hzsh.tc.edu.tw/
,071414,彰化縣私立達德高級商工職業學校,私立,中投區免試入學日間部,高職,不限,彰化縣,田中鎮,520 彰化縣田中鎮中南路二段277號,https://www.tdvs.chc.edu.tw,04-8753929#108,汽車科:2(不限);電機科:1(不限);資料處理科:1(不限);餐飲管理科:2(不限);幼兒保育科:2(不限);美容科:1(不限),9,9,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」;一般生實際招生名額;擷取時間:2026/8/10 16:44:26,以汽車科、電機科、資料處理科、餐飲管理科、幼兒保育科等多元科別為特色;未標示固定資優班公告。,,汽車、電機、資料處理、餐飲管理、幼兒保育、美容等工業、資訊、餐旅與家政服務技術課程。,各科以汽車/電機工場實習、資訊實作、餐飲、幼保與美容技能實習為主;網站未標示全校統一專題題目。,官網115學年度學生專車專區公布校車路線與站別;官網未標示固定公車到校班次。,學生專車通勤依校方115學年度路線與站別;網站未標示其他固定通勤班次。,學校官網未標示115學年度校內學生宿舍申請資訊。,Google Maps（校園周邊餐飲、便利商店、醫療、車站／站牌）：https://www.google.com/maps/search/?api=1&query=520%20%E5%BD%B0%E5%8C%96%E7%B8%A3%E7%94%B0%E4%B8%AD%E9%8E%AE%E4%B8%AD%E5%8D%97%E8%B7%AF%E4%BA%8C%E6%AE%B5277%E8%99%9F；學校官網：https://www.tdvs.chc.edu.tw,https://www.tdvs.chc.edu.tw/www/dwc021/,https://www.tdvs.chc.edu.tw/,https://www.google.com/maps/search/?api=1&query=520%20%E5%BD%B0%E5%8C%96%E7%B8%A3%E7%94%B0%E4%B8%AD%E9%8E%AE%E4%B8%AD%E5%8D%97%E8%B7%AF%E4%BA%8C%E6%AE%B5277%E8%99%9F,https://www.tdvs.chc.edu.tw/,https://www.tdvs.chc.edu.tw/,https://www.tdvs.chc.edu.tw/
,080302,國立南投高級中學,公立,中投區免試入學日間部,綜高,不限,南投縣,南投市,540 南投縣南投市建國路137號,https://www.ntsh.ntct.edu.tw,049-2231175#307、308,普通科:198(不限);電子科:31(不限);電機科:32(不限);建築科:32(不限);美工科:31(不限);電腦機械製圖科:31(不限);電子商務科:32(不限);應用英語科:33(不限),420,420,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」;一般生實際招生名額;擷取時間:2026/8/10 16:44:26,設雙語實驗班、音樂班等特色學習;普通科與電子、電機、建築、設計、商管外語類科並行。,,普通高中與技術型課程並行;本表招生涉及電子、建築、電腦機械製圖等工業技術方向。,技術型科別以電子、建築、製圖等專業實習與專題實作為主;普通科不設固定職業實習。,官網交通資訊頁列自駕到校動線與校園地圖;該頁未標示固定大眾運輸路線。,網站未標示固定大眾運輸班次或步行時間。,校方設有男、女生宿舍並有住宿相關公告;申請與床位依當學年度公告。,Google Maps（校園周邊餐飲、便利商店、醫療、車站／站牌）：https://www.google.com/maps/search/?api=1&query=540%20%E5%8D%97%E6%8A%95%E7%B8%A3%E5%8D%97%E6%8A%95%E5%B8%82%E5%BB%BA%E5%9C%8B%E8%B7%AF137%E8%99%9F；學校官網：https://www.ntsh.ntct.edu.tw,https://www.ntsh.ntct.edu.tw/home?cid=1289,https://www.ntsh.ntct.edu.tw/,https://www.google.com/maps/search/?api=1&query=540%20%E5%8D%97%E6%8A%95%E7%B8%A3%E5%8D%97%E6%8A%95%E5%B8%82%E5%BB%BA%E5%9C%8B%E8%B7%AF137%E8%99%9F,https://www.ntsh.ntct.edu.tw/home?cid=1289,https://www.ntsh.ntct.edu.tw/,https://www.ntsh.ntct.edu.tw/
,080305,國立中興高級中學,公立,中投區免試入學日間部,高中,不限,南投縣,南投市,54044 南投縣南投市中興新村中學路2號,https://www.chsh.ntct.edu.tw,049-2332110#1203、1207,普通科:350(不限),350,350,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」;一般生實際招生名額;擷取時間:2026/8/10 16:44:26,校方設有資優班鑑定暨特色班招生專區;實際班別、名額與鑑定方式依當年度公告。,,"普通高中學術課程,搭配多元選修、彈性學習與自主學習。","不設固定職業實習;專題與探究成果依課程、自主學習與競賽活動辦理,網站未標示全校統一專題題目。","官網交通資訊列出國光客運、彰化客運/豐原客運、總達/全航與員林客運等路線,可在「中學路站」下車。",固定公車下車站為「中學路站」;各客運路線依官網交通資訊頁。,校方設有男、女生宿舍並公布宿舍管理與住宿申請資訊。,Google Maps（校園周邊餐飲、便利商店、醫療、車站／站牌）：https://www.google.com/maps/search/?api=1&query=54044%20%E5%8D%97%E6%8A%95%E7%B8%A3%E5%8D%97%E6%8A%95%E5%B8%82%E4%B8%AD%E8%88%88%E6%96%B0%E6%9D%91%E4%B8%AD%E5%AD%B8%E8%B7%AF2%E8%99%9F；學校官網：https://www.chsh.ntct.edu.tw,https://www.chsh.ntct.edu.tw/ischool/publish_page/0/?cid=1256,https://www.chsh.ntct.edu.tw/ischool/publish_page/22/?cid=5898,https://www.google.com/maps/search/?api=1&query=54044%20%E5%8D%97%E6%8A%95%E7%B8%A3%E5%8D%97%E6%8A%95%E5%B8%82%E4%B8%AD%E8%88%88%E6%96%B0%E6%9D%91%E4%B8%AD%E5%AD%B8%E8%B7%AF2%E8%99%9F,https://www.chsh.ntct.edu.tw/ischool/publish_page/0/?cid=1256,https://www.chsh.ntct.edu.tw/,https://www.chsh.ntct.edu.tw/
,080307,國立竹山高級中學,公立,中投區免試入學日間部,綜高,不限,南投縣,竹山鎮,557002 南投縣竹山鎮枋坪巷1-3號,https://www.cshs.ntct.edu.tw,049-2643344#113、114,綜合高中:148(不限);商業經營科:10(不限);國際貿易科:18(不限);資料處理科:26(不限);廣告設計科:14(不限);多媒體設計科:13(不限),229,229,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」;一般生實際招生名額;擷取時間:2026/8/10 16:44:26,官網列實驗班、自然科、社會科、美術班、體育班及商業/設計群等特色學習路徑。,,綜合高中與商業經營、國際貿易、資料處理、廣告設計、多媒體設計等商管、資訊與設計方向。,"商管/設計科別以專業實習與專題製作為主;綜合高中依學程安排,網站未標示全校統一專題題目。",官網115學年度公告學生交通專車時刻與搭乘名冊;官網首頁未標示固定公車到校路線。,學生交通專車通勤依校方115學年度時刻與名冊;網站未標示其他固定通勤班次。,"校方設有男、女生宿舍,官網宿舍專區公布住宿管理資訊。",Google Maps（校園周邊餐飲、便利商店、醫療、車站／站牌）：https://www.google.com/maps/search/?api=1&query=557002%20%E5%8D%97%E6%8A%95%E7%B8%A3%E7%AB%B9%E5%B1%B1%E9%8E%AE%E6%9E%8B%E5%9D%AA%E5%B7%B71-3%E8%99%9F；學校官網：https://www.cshs.ntct.edu.tw,https://www.cshs.ntct.edu.tw/,https://www.cshs.ntct.edu.tw/ischool/publish_page/4/?cid=2330,https://www.google.com/maps/search/?api=1&query=557002%20%E5%8D%97%E6%8A%95%E7%B8%A3%E7%AB%B9%E5%B1%B1%E9%8E%AE%E6%9E%8B%E5%9D%AA%E5%B7%B71-3%E8%99%9F,https://www.cshs.ntct.edu.tw/,https://www.cshs.ntct.edu.tw/,https://www.cshs.ntct.edu.tw/
,080308,國立暨南國際大學附屬高級中學,公立,中投區免試入學日間部,綜高,不限,南投縣,埔里鎮,南投縣埔里鎮鐵山路1-6號,https://www.pshs.ntct.edu.tw,049-2913483#202,綜合高中:198(不限);商業經營科:24(不限);國際貿易科:26(不限);資料處理科:27(不限);電子商務科:23(不限),298,298,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」;一般生實際招生名額;擷取時間:2026/8/10 16:44:26,"數理實驗班、語文實驗班;另有綜合高中與商管群專業科別,提供多軌適性選擇。",,"綜高兼顧學術與生涯試探,商管群聚焦商業、國貿、資料處理、電子商務;強調國際觀、實作創新與科學探究。",綜合高中與商管群依學程辦理專業實習、商業實務與專題;網站未標示全校統一專題題目。,校方115學年度新生資訊明確提供學生專車;固定路線與站點依校方專車公告。,學生專車依115學年度校方公告;網站未標示全校統一固定步行時間。,"校方設男、女生宿舍;115學年度新生專區公布住宿申請,男宿可容納72人、女宿78人。",Google Maps（校園周邊餐飲、便利商店、醫療、車站／站牌）：https://www.google.com/maps/search/?api=1&query=%E5%8D%97%E6%8A%95%E7%B8%A3%E5%9F%94%E9%87%8C%E9%8E%AE%E9%90%B5%E5%B1%B1%E8%B7%AF1-6%E8%99%9F；學校官網：https://www.pshs.ntct.edu.tw,https://www.pshs.ntct.edu.tw/ischool/publish_page/417/?cid=8354,https://www.pshs.ntct.edu.tw/ischool/publish_page/417/?cid=7842,https://www.google.com/maps/search/?api=1&query=%E5%8D%97%E6%8A%95%E7%B8%A3%E5%9F%94%E9%87%8C%E9%8E%AE%E9%90%B5%E5%B1%B1%E8%B7%AF1-6%E8%99%9F,https://www.pshs.ntct.edu.tw,https://www.pshs.ntct.edu.tw,https://www.pshs.ntct.edu.tw/
,080401,國立仁愛高級農業職業學校,公立,中投區免試入學日間部,高職,不限,南投縣,仁愛鄉,南投縣仁愛鄉大同村山農巷27號,https://www.ravs.ntct.edu.tw,049-2802619#203,農場經營科(產特):18(不限);園藝科(產特):20(不限);森林科(產特):19(不限);空間測繪科(產特):21(不限);觀光事業科:20(不限);家政科:16(不限),114,114,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」;一般生實際招生名額;擷取時間:2026/8/10 16:44:26,"農場經營、園藝、森林、空間測繪為產業特殊需求類科,另有觀光與家政專業。",,"依官網招生科別與課程計畫,課程方向包含農場經營科;專業科目與校訂課程依各科課程計畫辦理。",農場經營、園藝、森林、空間測繪、觀光與家政等科依課程辦理農業/測繪/服務專業實習與實作。,學校官網未標示可直接引用的固定大眾運輸到校路線或115學年度學生專車班次。,網站未標示固定通勤班次、站點或步行時間。,"校方設學生宿舍,可供遠途學生依規定申請住宿。",Google Maps（校園周邊餐飲、便利商店、醫療、車站／站牌）：https://www.google.com/maps/search/?api=1&query=%E5%8D%97%E6%8A%95%E7%B8%A3%E4%BB%81%E6%84%9B%E9%84%89%E5%A4%A7%E5%90%8C%E6%9D%91%E5%B1%B1%E8%BE%B2%E5%B7%B727%E8%99%9F；學校官網：https://www.ravs.ntct.edu.tw,https://www.ravs.ntct.edu.tw,https://www.ravs.ntct.edu.tw/,https://www.google.com/maps/search/?api=1&query=%E5%8D%97%E6%8A%95%E7%B8%A3%E4%BB%81%E6%84%9B%E9%84%89%E5%A4%A7%E5%90%8C%E6%9D%91%E5%B1%B1%E8%BE%B2%E5%B7%B727%E8%99%9F,https://www.ravs.ntct.edu.tw,https://www.ravs.ntct.edu.tw,https://www.ravs.ntct.edu.tw/
,080403,國立埔里高級工業職業學校,公立,中投區免試入學日間部,高職,不限,南投縣,埔里鎮,南投縣埔里鎮中山路一段435號,https://www.plvs.ntct.edu.tw,049-2982225#206,機械科:62(不限);資訊科:22(不限);電機科:33(不限);建築科:50(不限);化工科:29(不限),196,196,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」;一般生實際招生名額;擷取時間:2026/8/10 16:44:26,以機械科、資訊科、電機科、建築科、化工科多元科別為特色;未標示固定資優班公告。,,"依官網招生科別與課程計畫,課程方向包含機械科;專業科目與校訂課程依各科課程計畫辦理。",實習處業務包含專業實習、實習報告、技能競賽與專題製作研習;各科依課程進行專業實作與專題。,學校官網未標示可直接引用的固定大眾運輸到校路線或115學年度學生專車班次。,網站未標示固定通勤班次、站點或步行時間。,"校方設學生宿舍,住宿申請依當學年度公告。",Google Maps（校園周邊餐飲、便利商店、醫療、車站／站牌）：https://www.google.com/maps/search/?api=1&query=%E5%8D%97%E6%8A%95%E7%B8%A3%E5%9F%94%E9%87%8C%E9%8E%AE%E4%B8%AD%E5%B1%B1%E8%B7%AF%E4%B8%80%E6%AE%B5435%E8%99%9F；學校官網：https://www.plvs.ntct.edu.tw,https://www.plvs.ntct.edu.tw,https://www.plvs.ntct.edu.tw/,https://www.google.com/maps/search/?api=1&query=%E5%8D%97%E6%8A%95%E7%B8%A3%E5%9F%94%E9%87%8C%E9%8E%AE%E4%B8%AD%E5%B1%B1%E8%B7%AF%E4%B8%80%E6%AE%B5435%E8%99%9F,https://www.plvs.ntct.edu.tw/,https://www.plvs.ntct.edu.tw,https://www.plvs.ntct.edu.tw/ischool/publish_page/11/
,080404,國立南投高級商業職業學校,公立,中投區免試入學日間部,高職,不限,南投縣,南投市,540 南投縣南投市三興里彰南路一段993號,https://www.pntcv.ntct.edu.tw,049-2222269#2207~2209,商業經營科:47(不限);會計事務科:29(不限);資料處理科:23(不限);廣告設計科:31(不限);觀光事業科:12(不限);餐飲管理科:30(不限);電子商務科:29(不限);應用英語科:26(不限),227,227,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」;一般生實際招生名額;擷取時間:2026/8/10 16:44:26,以商業經營科、會計事務科、資料處理科、廣告設計科、觀光事業科等多元科別為特色;未標示固定資優班公告。,,商業經營、會計事務、資料處理、廣告設計、觀光、餐飲、電子商務、應用英語等商管、數位、設計與餐旅語文方向。,各科以商業/會計/資訊/設計/觀光餐飲實務與專題製作為主;網站未標示全校統一專題題目。,官網提供「班車路線及通車諮詢」資訊;該頁未標示固定公車班次。,學生班車路線依校方通車資訊;網站未標示其他固定通勤班次。,"校方設有學生宿舍,官網同頁提供學生宿舍住宿與校外租屋諮詢資訊。",Google Maps（校園周邊餐飲、便利商店、醫療、車站／站牌）：https://www.google.com/maps/search/?api=1&query=540%20%E5%8D%97%E6%8A%95%E7%B8%A3%E5%8D%97%E6%8A%95%E5%B8%82%E4%B8%89%E8%88%88%E9%87%8C%E5%BD%B0%E5%8D%97%E8%B7%AF%E4%B8%80%E6%AE%B5993%E8%99%9F；學校官網：https://www.pntcv.ntct.edu.tw,https://www.pntcv.ntct.edu.tw/home?cid=5916,https://www.pntcv.ntct.edu.tw/home?cid=5916,https://www.google.com/maps/search/?api=1&query=540%20%E5%8D%97%E6%8A%95%E7%B8%A3%E5%8D%97%E6%8A%95%E5%B8%82%E4%B8%89%E8%88%88%E9%87%8C%E5%BD%B0%E5%8D%97%E8%B7%AF%E4%B8%80%E6%AE%B5993%E8%99%9F,https://www.pntcv.ntct.edu.tw/home,https://www.pntcv.ntct.edu.tw/,https://www.pntcv.ntct.edu.tw/
