排名,學校代碼,學校名稱,公私立,招生區,學制分類,男女校,縣市,區,地址,官網,電話,科系與名額,簡章招生名額,招生名額,資優班/特色班,住宿資訊,課程方向,實習／專題,校車／專車資訊,通勤資訊,住宿資訊,Google地圖,課程資料來源,實習專題資料來源,校車／專車資料來源,通勤資料來源,住宿資料來源,地址資料來源,生活資料來源,資料更新日期
,551402,私立樹德家商,私立,高雄區學校名錄,高職,男女校,高雄市,三民區,高雄市三民區建興路116號,https://www.shute.kh.edu.tw/,(07)3848622,商業經營科(日)；資料處理科(日)；資料處理科(夜)；廣告設計科(日)；觀光事業科(日)；餐飲管理科(日)；餐飲管理科(夜)；應用英語科(日)；應用日語科(日)；幼兒保育科(日)；美容科(日)；美容科(夜)；照顧服務科(日)；照顧服務科(夜)；表演藝術科(日)；綜合職能科(日)；表演技術科(日)；寵物經營科(日)；烘焙食品科(日)；餐飲技術科(日)；中餐廚師科(日)；美髮技術科(日)；美顏技術科(日),,,請以各校當年度公告為準,私立樹德家商的一般高中職學生住宿目前沒有固定公開申請資訊。,私立樹德家商以商業經營科、資料處理科、廣告設計科、觀光事業科、餐飲管理科、應用英語科為主要專業方向；115學年度課程依各科安排專業核心、實作課程、校訂選修與跨域應用，讓學生逐步銜接升學與技術能力。,私立樹德家商的商業經營科、資料處理科、廣告設計科、觀光事業科、餐飲管理科依115學年度課程安排專業實作、實習科目與專題製作，學生透過作品、操作練習及成果發表整合所學。,有校車。學校設有學生校車接送制度，依停靠點安排學生上下學搭乘。,高雄輕軌C29樹德家商站位於大順二路與建興路口，抵站後可直接步行至校；另有市區公車行經建興路周邊。,私立樹德家商的一般高中職學生住宿目前沒有固定公開申請資訊。,https://www.google.com/maps/search/?api=1&query=%E7%A7%81%E7%AB%8B%E6%A8%B9%E5%BE%B7%E5%AE%B6%E5%95%86%20%E9%AB%98%E9%9B%84%E5%B8%82%E4%B8%89%E6%B0%91%E5%8D%80%E5%BB%BA%E8%88%88%E8%B7%AF116%E8%99%9F,https://www.shute.kh.edu.tw/ | https://courset.k12ea.gov.tw/courseinformation/indexStu01.asp,https://www.shute.kh.edu.tw/ | https://courset.k12ea.gov.tw/courseinformation/indexStu01.asp,https://www.shute.kh.edu.tw/~general/c222.html,https://www.krtc.com.tw/KLRT/station_info?n=C29,https://www.shute.kh.edu.tw/,https://www.shute.kh.edu.tw/,https://www.shute.kh.edu.tw/,2026-09-07
,553301,高雄市立高雄中學,公立,高雄區學校名錄,高中,男女校,高雄市,三民區,高雄市三民區建國三路50號,https://www.kshs.kh.edu.tw/,(07)2862550,普通科(日)；音樂班(日)；體育班(日)；科學班(日),,,請以各校當年度公告為準,高雄市立高雄中學的一般高中職學生住宿目前沒有固定公開申請資訊。,高雄市立高雄中學以語文、數理、自然與社會領域課程，搭配校訂必修、多元選修與自主學習為主，115學年度課程包含自然科學探究與實作、社會領域探究等學習內容；另設有音樂班、體育班、科學班等班別，相關課程依班別深化。,高雄市立高雄中學以自然科學探究與實作、社會領域探究、自主學習及成果發表作為高中階段的實作／專題型學習，另包含音樂術科與成果演出。,高雄市立高雄中學目前沒有固定公開的校車／學生專車路線資訊；一般公共運輸方式另列於「通勤資訊」。,可由臺鐵高雄站、捷運後驛站或高雄輕軌轉乘市區公車，在建國三路周邊下車後步行到高雄市立高雄中學。,高雄市立高雄中學的一般高中職學生住宿目前沒有固定公開申請資訊。,https://www.google.com/maps/search/?api=1&query=%E9%AB%98%E9%9B%84%E5%B8%82%E7%AB%8B%E9%AB%98%E9%9B%84%E4%B8%AD%E5%AD%B8%20%E9%AB%98%E9%9B%84%E5%B8%82%E4%B8%89%E6%B0%91%E5%8D%80%E5%BB%BA%E5%9C%8B%E4%B8%89%E8%B7%AF50%E8%99%9F,https://www.kshs.kh.edu.tw/ | https://courset.k12ea.gov.tw/courseinformation/indexStu01.asp,https://www.kshs.kh.edu.tw/ | https://courset.k12ea.gov.tw/courseinformation/indexStu01.asp,https://www.kshs.kh.edu.tw/,https://www.google.com/maps/search/?api=1&query=%E9%AB%98%E9%9B%84%E5%B8%82%E7%AB%8B%E9%AB%98%E9%9B%84%E4%B8%AD%E5%AD%B8%20%E9%AB%98%E9%9B%84%E5%B8%82%E4%B8%89%E6%B0%91%E5%8D%80%E5%BB%BA%E5%9C%8B%E4%B8%89%E8%B7%AF50%E8%99%9F | https://ibus.tbkc.gov.tw/,https://www.kshs.kh.edu.tw/,https://www.kshs.kh.edu.tw/,https://www.kshs.kh.edu.tw/,2026-09-07
,553302,高雄市立三民高中,公立,高雄區學校名錄,高中,男女校,高雄市,三民區,高雄市三民區金鼎路81號,https://www.smhs.kh.edu.tw/,(07)3475181,普通科(日)；體育班(日),,,請以各校當年度公告為準,高雄市立三民高中的一般高中職學生住宿目前沒有固定公開申請資訊。,高雄市立三民高中以普通型高中核心課程，並透過校訂課程、多元選修及自主學習延伸個人興趣為主，115學年度課程包含自然科學探究與實作、社會領域探究等學習內容；另設有體育班等班別，相關課程依班別深化。,高雄市立三民高中以自然科學探究與實作、社會領域探究、自主學習及成果發表作為高中階段的實作／專題型學習。,高雄市立三民高中目前沒有固定公開的校車／學生專車路線資訊；一般公共運輸方式另列於「通勤資訊」。,可由捷運巨蛋站轉乘168、217等公車，或由凹子底站轉乘168、紅35、紅33等路線至金獅湖／學校周邊。,高雄市立三民高中的一般高中職學生住宿目前沒有固定公開申請資訊。,https://www.google.com/maps/search/?api=1&query=%E9%AB%98%E9%9B%84%E5%B8%82%E7%AB%8B%E4%B8%89%E6%B0%91%E9%AB%98%E4%B8%AD%20%E9%AB%98%E9%9B%84%E5%B8%82%E4%B8%89%E6%B0%91%E5%8D%80%E9%87%91%E9%BC%8E%E8%B7%AF81%E8%99%9F,https://www.smhs.kh.edu.tw/ | https://courset.k12ea.gov.tw/courseinformation/indexStu01.asp,https://www.smhs.kh.edu.tw/ | https://courset.k12ea.gov.tw/courseinformation/indexStu01.asp,https://www.smhs.kh.edu.tw/,https://www.smhs.kh.edu.tw/p/412-1000-302.php,https://www.smhs.kh.edu.tw/,https://www.smhs.kh.edu.tw/,https://www.smhs.kh.edu.tw/,2026-09-07
,553401,高雄市立高雄高工,公立,高雄區學校名錄,高職,男女校,高雄市,三民區,高雄市三民區建工路419號,https://www.ksvs.kh.edu.tw/,(07)3815366,機械科(日)；機械科(夜)；汽車科(日)；資訊科(日)；資訊科(夜)；電子科(日)；電機科(日)；電機科(夜)；冷凍空調科(日)；建築科(日)；化工科(日)；製圖科(夜)；圖文傳播科(日)；電腦機械製圖科(日),,,請以各校當年度公告為準,高雄市立高雄高工的一般高中職學生住宿目前沒有固定公開申請資訊。,高雄市立高雄高工以機械科、汽車科、資訊科、電子科、電機科、冷凍空調科為主要專業方向；115學年度課程依各科安排專業核心、實作課程、校訂選修與跨域應用，讓學生逐步銜接升學與技術能力。,高雄市立高雄高工的機械科、汽車科、資訊科、電子科、電機科依115學年度課程安排專業實作、實習科目與專題製作，學生透過作品、操作練習及成果發表整合所學。,高雄市立高雄高工目前沒有固定公開的校車／學生專車路線資訊；一般公共運輸方式另列於「通勤資訊」。,高雄輕軌C28高雄高工站位於大順二路與建工路口，抵站後可步行至校；建工路沿線亦有多條市區公車。,高雄市立高雄高工的一般高中職學生住宿目前沒有固定公開申請資訊。,https://www.google.com/maps/search/?api=1&query=%E9%AB%98%E9%9B%84%E5%B8%82%E7%AB%8B%E9%AB%98%E9%9B%84%E9%AB%98%E5%B7%A5%20%E9%AB%98%E9%9B%84%E5%B8%82%E4%B8%89%E6%B0%91%E5%8D%80%E5%BB%BA%E5%B7%A5%E8%B7%AF419%E8%99%9F,https://www.ksvs.kh.edu.tw/ | https://courset.k12ea.gov.tw/courseinformation/indexStu01.asp,https://www.ksvs.kh.edu.tw/ | https://courset.k12ea.gov.tw/courseinformation/indexStu01.asp,https://www.ksvs.kh.edu.tw/,https://www.krtc.com.tw/KLRT/station_info?n=C28,https://www.ksvs.kh.edu.tw/,https://www.ksvs.kh.edu.tw/,https://www.ksvs.kh.edu.tw/,2026-09-07
,563301,高雄市立新興高中,公立,高雄區學校名錄,高中,男女校,高雄市,新興區,高雄市新興區五福二路218號,https://www.hhhs.kh.edu.tw/,(07)2727127,普通科(日)；音樂班(日),,,請以各校當年度公告為準,高雄市立新興高中的一般高中職學生住宿目前沒有固定公開申請資訊。,高雄市立新興高中以語文、數理、自然與社會領域課程，搭配校訂必修、多元選修與自主學習為主，115學年度課程包含自然科學探究與實作、社會領域探究等學習內容；另設有音樂班等班別，相關課程依班別深化。,高雄市立新興高中以自然科學探究與實作、社會領域探究、自主學習及成果發表作為高中階段的實作／專題型學習，另包含音樂術科與成果演出。,高雄市立新興高中目前沒有固定公開的校車／學生專車路線資訊；一般公共運輸方式另列於「通勤資訊」。,可由捷運中央公園站2號出口步行約5至7分鐘到校；25、50、52、69、72、76、77等公車也停靠新興高中周邊。,高雄市立新興高中的一般高中職學生住宿目前沒有固定公開申請資訊。,https://www.google.com/maps/search/?api=1&query=%E9%AB%98%E9%9B%84%E5%B8%82%E7%AB%8B%E6%96%B0%E8%88%88%E9%AB%98%E4%B8%AD%20%E9%AB%98%E9%9B%84%E5%B8%82%E6%96%B0%E8%88%88%E5%8D%80%E4%BA%94%E7%A6%8F%E4%BA%8C%E8%B7%AF218%E8%99%9F,https://www.hhhs.kh.edu.tw/ | https://courset.k12ea.gov.tw/courseinformation/indexStu01.asp,https://www.hhhs.kh.edu.tw/ | https://courset.k12ea.gov.tw/courseinformation/indexStu01.asp,https://www.hhhs.kh.edu.tw/,https://www.hhhs.kh.edu.tw/InsidePage/About_Sub/494,https://www.hhhs.kh.edu.tw/,https://www.hhhs.kh.edu.tw/,https://www.hhhs.kh.edu.tw/,2026-09-07
,563401,高雄市立高雄高商,公立,高雄區學校名錄,高職,男女校,高雄市,新興區,高雄市新興區五福二路3號,https://www.ksvcs.kh.edu.tw/,(07)2269975,體育班(日)；商業經營科(日)；商業經營科(夜)；國際貿易科(日)；會計事務科(日)；資料處理科(日)；資料處理科(夜)；廣告設計科(日),,,請以各校當年度公告為準,高雄市立高雄高商的一般高中職學生住宿目前沒有固定公開申請資訊。,高雄市立高雄高商以體育班、商業經營科、國際貿易科、會計事務科、資料處理科、廣告設計科為主要專業方向；115學年度課程依各科安排專業核心、實作課程、校訂選修與跨域應用，讓學生逐步銜接升學與技術能力。,高雄市立高雄高商的體育班、商業經營科、國際貿易科、會計事務科、資料處理科依115學年度課程安排專業實作、實習科目與專題製作，學生透過作品、操作練習及成果發表整合所學。,高雄市立高雄高商目前沒有固定公開的校車／學生專車路線資訊；一般公共運輸方式另列於「通勤資訊」。,可由捷運中央公園、信義國小一帶車站轉乘或步行，在五福二路周邊站點下車後前往高雄市立高雄高商。,高雄市立高雄高商的一般高中職學生住宿目前沒有固定公開申請資訊。,https://www.google.com/maps/search/?api=1&query=%E9%AB%98%E9%9B%84%E5%B8%82%E7%AB%8B%E9%AB%98%E9%9B%84%E9%AB%98%E5%95%86%20%E9%AB%98%E9%9B%84%E5%B8%82%E6%96%B0%E8%88%88%E5%8D%80%E4%BA%94%E7%A6%8F%E4%BA%8C%E8%B7%AF3%E8%99%9F,https://www.ksvcs.kh.edu.tw/ | https://courset.k12ea.gov.tw/courseinformation/indexStu01.asp,https://www.ksvcs.kh.edu.tw/ | https://courset.k12ea.gov.tw/courseinformation/indexStu01.asp,https://www.ksvcs.kh.edu.tw/,https://www.google.com/maps/search/?api=1&query=%E9%AB%98%E9%9B%84%E5%B8%82%E7%AB%8B%E9%AB%98%E9%9B%84%E9%AB%98%E5%95%86%20%E9%AB%98%E9%9B%84%E5%B8%82%E6%96%B0%E8%88%88%E5%8D%80%E4%BA%94%E7%A6%8F%E4%BA%8C%E8%B7%AF3%E8%99%9F | https://ibus.tbkc.gov.tw/,https://www.ksvcs.kh.edu.tw/,https://www.ksvcs.kh.edu.tw/,https://www.ksvcs.kh.edu.tw/,2026-09-07
,573301,高雄市立高雄女中,公立,高雄區學校名錄,高中,女校,高雄市,前金區,高雄市前金區五福三路122號,https://www.kghs.kh.edu.tw/home,(07)2115418,普通科(日),,,請以各校當年度公告為準,高雄市立高雄女中的一般高中職學生住宿目前沒有固定公開申請資訊。,高雄市立高雄女中以語文、數理、自然與社會領域課程，搭配校訂必修、多元選修與自主學習為主，115學年度課程包含自然科學探究與實作、社會領域探究等學習內容。,高雄市立高雄女中以自然科學探究與實作、社會領域探究、自主學習及成果發表作為高中階段的實作／專題型學習。,高雄市立高雄女中目前沒有固定公開的校車／學生專車路線資訊；一般公共運輸方式另列於「通勤資訊」。,可由捷運前金、中央公園一帶車站轉乘市區公車，在五福三路周邊下車後步行到高雄市立高雄女中。,高雄市立高雄女中的一般高中職學生住宿目前沒有固定公開申請資訊。,https://www.google.com/maps/search/?api=1&query=%E9%AB%98%E9%9B%84%E5%B8%82%E7%AB%8B%E9%AB%98%E9%9B%84%E5%A5%B3%E4%B8%AD%20%E9%AB%98%E9%9B%84%E5%B8%82%E5%89%8D%E9%87%91%E5%8D%80%E4%BA%94%E7%A6%8F%E4%B8%89%E8%B7%AF122%E8%99%9F,https://www.kghs.kh.edu.tw/home | https://courset.k12ea.gov.tw/courseinformation/indexStu01.asp,https://www.kghs.kh.edu.tw/home | https://courset.k12ea.gov.tw/courseinformation/indexStu01.asp,https://www.kghs.kh.edu.tw/home,https://www.google.com/maps/search/?api=1&query=%E9%AB%98%E9%9B%84%E5%B8%82%E7%AB%8B%E9%AB%98%E9%9B%84%E5%A5%B3%E4%B8%AD%20%E9%AB%98%E9%9B%84%E5%B8%82%E5%89%8D%E9%87%91%E5%8D%80%E4%BA%94%E7%A6%8F%E4%B8%89%E8%B7%AF122%E8%99%9F | https://ibus.tbkc.gov.tw/,https://www.kghs.kh.edu.tw/home,https://www.kghs.kh.edu.tw/home,https://www.kghs.kh.edu.tw/home,2026-09-07
,580301,國立高師大附中,公立,高雄區學校名錄,高中,男女校,高雄市,苓雅區,高雄市苓雅區凱旋二路89號,https://www.nknush.kh.edu.tw/,(07)7613875,普通科(日),,,請以各校當年度公告為準,國立高師大附中的一般高中職學生住宿目前沒有固定公開申請資訊。,國立高師大附中以語文、數理、自然與社會領域課程，搭配校訂必修、多元選修與自主學習為主，115學年度課程包含自然科學探究與實作、社會領域探究等學習內容。,國立高師大附中以自然科學探究與實作、社會領域探究、自主學習及成果發表作為高中階段的實作／專題型學習。,國立高師大附中目前沒有固定公開的校車／學生專車路線資訊；一般公共運輸方式另列於「通勤資訊」。,可由捷運文化中心站3號出口步行約10至15分鐘到校，或搭輕軌至C33衛生局站；52A、168、紅21、綠1等公車停靠周邊。,國立高師大附中的一般高中職學生住宿目前沒有固定公開申請資訊。,https://www.google.com/maps/search/?api=1&query=%E5%9C%8B%E7%AB%8B%E9%AB%98%E5%B8%AB%E5%A4%A7%E9%99%84%E4%B8%AD%20%E9%AB%98%E9%9B%84%E5%B8%82%E8%8B%93%E9%9B%85%E5%8D%80%E5%87%B1%E6%97%8B%E4%BA%8C%E8%B7%AF89%E8%99%9F,https://www.nknush.kh.edu.tw/ | https://courset.k12ea.gov.tw/courseinformation/indexStu01.asp,https://www.nknush.kh.edu.tw/ | https://courset.k12ea.gov.tw/courseinformation/indexStu01.asp,https://www.nknush.kh.edu.tw/,https://www.nknush.kh.edu.tw/about-us/emergency-numbers-and-traffic-information/,https://www.nknush.kh.edu.tw/,https://www.nknush.kh.edu.tw/,https://www.nknush.kh.edu.tw/,2026-09-07
,581301,私立復華高中,私立,高雄區學校名錄,綜高,男女校,高雄市,苓雅區,高雄市苓雅區民權一路42號,https://www.fhhs.kh.edu.tw/,(07)3344168,普通科(日)；資料處理科(日)；觀光事業科(日)；電子商務科(日)；幼兒保育科(日)；美容科(日),,,請以各校當年度公告為準,私立復華高中的一般高中職學生住宿目前沒有固定公開申請資訊。,私立復華高中兼具普通高中學術課程與資料處理科、觀光事業科、電子商務科、幼兒保育科、美容科等專業方向，課程包含語文數理、探究學習、多元選修及技術專業課程，提供學術與職涯兩種延伸路徑。,私立復華高中的資料處理科、觀光事業科、電子商務科、幼兒保育科、美容科依115學年度課程安排專業實作、實習科目與專題製作，學生透過作品、操作練習及成果發表整合所學。,私立復華高中目前沒有固定公開的校車／學生專車路線資訊；一般公共運輸方式另列於「通勤資訊」。,可由捷運文化中心、五塊厝一帶或高雄輕軌轉乘市區公車，在民權一路周邊下車後步行到私立復華高中。,私立復華高中的一般高中職學生住宿目前沒有固定公開申請資訊。,https://www.google.com/maps/search/?api=1&query=%E7%A7%81%E7%AB%8B%E5%BE%A9%E8%8F%AF%E9%AB%98%E4%B8%AD%20%E9%AB%98%E9%9B%84%E5%B8%82%E8%8B%93%E9%9B%85%E5%8D%80%E6%B0%91%E6%AC%8A%E4%B8%80%E8%B7%AF42%E8%99%9F,https://www.fhhs.kh.edu.tw/ | https://courset.k12ea.gov.tw/courseinformation/indexStu01.asp,https://www.fhhs.kh.edu.tw/ | https://courset.k12ea.gov.tw/courseinformation/indexStu01.asp,https://www.fhhs.kh.edu.tw/,https://www.google.com/maps/search/?api=1&query=%E7%A7%81%E7%AB%8B%E5%BE%A9%E8%8F%AF%E9%AB%98%E4%B8%AD%20%E9%AB%98%E9%9B%84%E5%B8%82%E8%8B%93%E9%9B%85%E5%8D%80%E6%B0%91%E6%AC%8A%E4%B8%80%E8%B7%AF42%E8%99%9F | https://ibus.tbkc.gov.tw/,https://www.fhhs.kh.edu.tw/,https://www.fhhs.kh.edu.tw/,https://www.fhhs.kh.edu.tw/,2026-09-07
,581302,天主教道明中學,私立,高雄區學校名錄,高中,男女校,高雄市,苓雅區,高雄市苓雅區建國一路354號,https://www.dmhs.kh.edu.tw/,(07)2240711,普通科(日),,,請以各校當年度公告為準,學校設有高中部住宿申請。115學年度高一新生報到資料提供住宿申請入口，有住宿需求的新生可依校方程序辦理。,天主教道明中學以普通型高中核心課程，並透過校訂課程、多元選修及自主學習延伸個人興趣為主，115學年度課程包含自然科學探究與實作、社會領域探究等學習內容。,天主教道明中學以自然科學探究與實作、社會領域探究、自主學習及成果發表作為高中階段的實作／專題型學習。,有校車。115學年度暑期輔導使用校車證系統，高一新生資料亦提供校車申請資訊。,可由臺鐵科工館站步行約700公尺到校；捷運文化中心站或五塊厝站亦可步行前往，37、76、77、88、紅27、168等公車行經周邊。,學校設有高中部住宿申請。115學年度高一新生報到資料提供住宿申請入口，有住宿需求的新生可依校方程序辦理。,https://www.google.com/maps/search/?api=1&query=%E5%A4%A9%E4%B8%BB%E6%95%99%E9%81%93%E6%98%8E%E4%B8%AD%E5%AD%B8%20%E9%AB%98%E9%9B%84%E5%B8%82%E8%8B%93%E9%9B%85%E5%8D%80%E5%BB%BA%E5%9C%8B%E4%B8%80%E8%B7%AF354%E8%99%9F,https://www.dmhs.kh.edu.tw/ | https://courset.k12ea.gov.tw/courseinformation/indexStu01.asp,https://www.dmhs.kh.edu.tw/ | https://courset.k12ea.gov.tw/courseinformation/indexStu01.asp,https://phpweb2.dmhs.kh.edu.tw/schoolcar/index3.php,https://www2.dmhs.kh.edu.tw/releaseRedirect.do?pageID=3076&unitID=183,https://phpweb2.dmhs.kh.edu.tw/board/read.php?index=22286,https://www.dmhs.kh.edu.tw/,https://www.dmhs.kh.edu.tw/,2026-09-07
,581402,私立三信家商,私立,高雄區學校名錄,高職,男女校,高雄市,苓雅區,高雄市苓雅區三多一路186號,https://www.sanhsin.edu.tw/sansin2017/index.html,(07)7517171,商業經營科(日)；資料處理科(日)；資料處理科(夜)；廣告設計科(日)；觀光事業科(日)；餐飲管理科(日)；餐飲管理科(夜)；應用日語科(日)；幼兒保育科(日)；美容科(日)；照顧服務科(日)；照顧服務科(夜)；餐飲服務科(日)；烘焙食品科(日)；餐飲技術科(日),,,請以各校當年度公告為準,學校設有學生宿舍，校方招生資料列有男女生住宿安排與住宿申請資訊。,私立三信家商以商業經營科、資料處理科、廣告設計科、觀光事業科、餐飲管理科、應用日語科為主要專業方向；115學年度課程依各科安排專業核心、實作課程、校訂選修與跨域應用，讓學生逐步銜接升學與技術能力。,私立三信家商由實習處統籌專業實習與技能學習，各科依課程安排實作、專題製作、職場連結與成果展示。,有校車。115學年度第一學期總務處公布校車路線表，供學生依路線搭乘。,可由捷運文化中心、五塊厝一帶或高雄輕軌轉乘市區公車，在三多一路周邊下車後步行到私立三信家商。,學校設有學生宿舍，校方招生資料列有男女生住宿安排與住宿申請資訊。,https://www.google.com/maps/search/?api=1&query=%E7%A7%81%E7%AB%8B%E4%B8%89%E4%BF%A1%E5%AE%B6%E5%95%86%20%E9%AB%98%E9%9B%84%E5%B8%82%E8%8B%93%E9%9B%85%E5%8D%80%E4%B8%89%E5%A4%9A%E4%B8%80%E8%B7%AF186%E8%99%9F,https://web2.sanhsin.edu.tw/aa/,https://web2.sanhsin.edu.tw/io/,https://web2.sanhsin.edu.tw/ga/,https://www.google.com/maps/search/?api=1&query=%E7%A7%81%E7%AB%8B%E4%B8%89%E4%BF%A1%E5%AE%B6%E5%95%86%20%E9%AB%98%E9%9B%84%E5%B8%82%E8%8B%93%E9%9B%85%E5%8D%80%E4%B8%89%E5%A4%9A%E4%B8%80%E8%B7%AF186%E8%99%9F | https://ibus.tbkc.gov.tw/,https://www.sanhsin.edu.tw/LocalUser/sansin13/newstudent/QA.pdf,https://www.sanhsin.edu.tw/sansin2017/index.html,https://www.sanhsin.edu.tw/sansin2017/index.html,2026-09-07
,583301,高雄市立中正高中,公立,高雄區學校名錄,高中,男女校,高雄市,苓雅區,高雄市苓雅區中正一路8號,https://www.cchs.kh.edu.tw/,(07)7491992,普通科(日)；體育班(日),,,請以各校當年度公告為準,高雄市立中正高中的一般高中職學生住宿目前沒有固定公開申請資訊。,高雄市立中正高中以語文、數理、自然與社會領域課程，搭配校訂必修、多元選修與自主學習為主，115學年度課程包含自然科學探究與實作、社會領域探究等學習內容；另設有體育班等班別，相關課程依班別深化。,高雄市立中正高中以自然科學探究與實作、社會領域探究、自主學習及成果發表作為高中階段的實作／專題型學習。,高雄市立中正高中目前沒有固定公開的校車／學生專車路線資訊；一般公共運輸方式另列於「通勤資訊」。,可由捷運文化中心、五塊厝一帶或高雄輕軌轉乘市區公車，在中正一路周邊下車後步行到高雄市立中正高中。,高雄市立中正高中的一般高中職學生住宿目前沒有固定公開申請資訊。,https://www.google.com/maps/search/?api=1&query=%E9%AB%98%E9%9B%84%E5%B8%82%E7%AB%8B%E4%B8%AD%E6%AD%A3%E9%AB%98%E4%B8%AD%20%E9%AB%98%E9%9B%84%E5%B8%82%E8%8B%93%E9%9B%85%E5%8D%80%E4%B8%AD%E6%AD%A3%E4%B8%80%E8%B7%AF8%E8%99%9F,https://www.cchs.kh.edu.tw/ | https://courset.k12ea.gov.tw/courseinformation/indexStu01.asp,https://www.cchs.kh.edu.tw/ | https://courset.k12ea.gov.tw/courseinformation/indexStu01.asp,https://www.cchs.kh.edu.tw/,https://www.google.com/maps/search/?api=1&query=%E9%AB%98%E9%9B%84%E5%B8%82%E7%AB%8B%E4%B8%AD%E6%AD%A3%E9%AB%98%E4%B8%AD%20%E9%AB%98%E9%9B%84%E5%B8%82%E8%8B%93%E9%9B%85%E5%8D%80%E4%B8%AD%E6%AD%A3%E4%B8%80%E8%B7%AF8%E8%99%9F | https://ibus.tbkc.gov.tw/,https://www.cchs.kh.edu.tw/,https://www.cchs.kh.edu.tw/,https://www.cchs.kh.edu.tw/,2026-09-07
,593301,高雄市立前鎮高中,公立,高雄區學校名錄,高中,男女校,高雄市,前鎮區,高雄市前鎮區中路132號,https://www.cjhs.kh.edu.tw/,(07)8226841,普通科(日)；美術班(日),,,請以各校當年度公告為準,高雄市立前鎮高中的一般高中職學生住宿目前沒有固定公開申請資訊。,高雄市立前鎮高中以語文、數理、自然與社會領域課程，搭配校訂必修、多元選修與自主學習為主，115學年度課程包含自然科學探究與實作、社會領域探究等學習內容；另設有美術班等班別，相關課程依班別深化。,高雄市立前鎮高中以自然科學探究與實作、社會領域探究、自主學習及成果發表作為高中階段的實作／專題型學習，另包含美術作品與展演。,高雄市立前鎮高中目前沒有固定公開的校車／學生專車路線資訊；一般公共運輸方式另列於「通勤資訊」。,可搭捷運至前鎮高中站，出站後步行至學校；中山四路、鎮中路周邊亦有市區公車可轉乘。,高雄市立前鎮高中的一般高中職學生住宿目前沒有固定公開申請資訊。,https://www.google.com/maps/search/?api=1&query=%E9%AB%98%E9%9B%84%E5%B8%82%E7%AB%8B%E5%89%8D%E9%8E%AE%E9%AB%98%E4%B8%AD%20%E9%AB%98%E9%9B%84%E5%B8%82%E5%89%8D%E9%8E%AE%E5%8D%80%E4%B8%AD%E8%B7%AF132%E8%99%9F,https://www.cjhs.kh.edu.tw/view/index.php?DataId=501254&MainMenuId=62398&MainType=0&SubMenuId=88480&SubType=101&WebID=340&Work=View&page=1,https://www.cjhs.kh.edu.tw/view/index.php?DataId=501254&MainMenuId=62398&MainType=0&SubMenuId=88480&SubType=101&WebID=340&Work=View&page=1,https://www.cjhs.kh.edu.tw/,https://www.krtc.com.tw/Guide/station_info?n=R5,https://www.cjhs.kh.edu.tw/,https://www.cjhs.kh.edu.tw/,https://www.cjhs.kh.edu.tw/,2026-09-07
,593302,高雄市立瑞祥高中,公立,高雄區學校名錄,高中,男女校,高雄市,前鎮區,高雄市前鎮區班超路63號,https://www.rssh.kh.edu.tw/,(07)8152271,普通科(日)；體育班(日),,,請以各校當年度公告為準,高雄市立瑞祥高中的一般高中職學生住宿目前沒有固定公開申請資訊。,高雄市立瑞祥高中以普通型高中核心課程，並透過校訂課程、多元選修及自主學習延伸個人興趣為主，115學年度課程包含自然科學探究與實作、社會領域探究等學習內容；另設有體育班等班別，相關課程依班別深化。,高雄市立瑞祥高中以自然科學探究與實作、社會領域探究、自主學習及成果發表作為高中階段的實作／專題型學習。,高雄市立瑞祥高中目前沒有固定公開的校車／學生專車路線資訊；一般公共運輸方式另列於「通勤資訊」。,可由捷運前鎮地區車站或高雄輕軌轉乘市區公車，在班超路周邊站點下車後步行到高雄市立瑞祥高中。,高雄市立瑞祥高中的一般高中職學生住宿目前沒有固定公開申請資訊。,https://www.google.com/maps/search/?api=1&query=%E9%AB%98%E9%9B%84%E5%B8%82%E7%AB%8B%E7%91%9E%E7%A5%A5%E9%AB%98%E4%B8%AD%20%E9%AB%98%E9%9B%84%E5%B8%82%E5%89%8D%E9%8E%AE%E5%8D%80%E7%8F%AD%E8%B6%85%E8%B7%AF63%E8%99%9F,https://sites.google.com/gcloud.rssh.tw/rsshacd/%E5%AF%A6%E7%A0%94%E7%B5%84/%E9%AB%98%E4%B8%AD%E8%AA%B2%E7%A8%8B%E8%A8%88%E7%95%AB?authuser=0,https://sites.google.com/gcloud.rssh.tw/rsshacd/%E5%AF%A6%E7%A0%94%E7%B5%84/%E9%AB%98%E4%B8%AD%E8%AA%B2%E7%A8%8B%E8%A8%88%E7%95%AB?authuser=0,https://www.rssh.kh.edu.tw/,https://www.google.com/maps/search/?api=1&query=%E9%AB%98%E9%9B%84%E5%B8%82%E7%AB%8B%E7%91%9E%E7%A5%A5%E9%AB%98%E4%B8%AD%20%E9%AB%98%E9%9B%84%E5%B8%82%E5%89%8D%E9%8E%AE%E5%8D%80%E7%8F%AD%E8%B6%85%E8%B7%AF63%E8%99%9F | https://ibus.tbkc.gov.tw/,https://www.rssh.kh.edu.tw/,https://www.rssh.kh.edu.tw/,https://www.rssh.kh.edu.tw/,2026-09-07
